YDR258C,YPR069C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YBR033W,YLR006C,YJR048W,YMR314W,YDL124W,YMR250W,YDR040C,YBR053C,YER091C,YJL171C,YEL039C,YDR267C,YDL020C,YGR122C,YDR218C,NA,YDR345C,NC_001148,NA,NC_001148,YDR345C,YDR463W,YAL035W,YCR085W,YEL077C,YBL067C,YCL002C,YJL216C,YBR151W,YNL052W,YJR046W,NA,NA,NA,NA,fruB,gst,aroA,NA,yddQ,xylF,rbsA,hdeD,b0879,b2500,ybaT,NA,yjdK,NA,NA,NA
YPL154C,YOR375C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YHL030W,YGR044C,YFR033C,YDR533C,YPL240C,YJL052W,YCR011C,YHR137W,YBR033W,YJL193W,YER064C,YDR321W,YDL035C,YGR159C,YDR262W,NA,YBL039C,YLR311C,NA,YLR311C,YBL039C,YBR286W-900,YBR162W-A,YBR284W,YER124C,YGL261C,YCL023C,YAR068W,YBL029W,YMR145C,YJR054W,NA,NA,NA,NA,fruK,hsdR,aroB,NA,yddR,rbsB,recR,hoxK,b0881,b1131,dps,NA,cfa,NA,NA,NA
YPR163C,YMR108W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YJR025C,YNL274C,YDR256C,YOR370C,YGL062W,YIL070C,YDR011W,YDR342C,YDR497C,YIL015C,YER188C,YDR465C,YDL039C,YGR224W,YDR264C,NA,YGR234W,YBR045C,NA,YBR045C,YGR234W,YMR041C,YNL064C,YDR049W,YER188W,YEL039C,YCL064C,YAL054C,YBL095W,YLR395C,YJR022W,NA,NA,NA,NA,fucU,katG,cmk,NA,yddS,malF,rplI,hyaE,b0400,b0336,hyaD,NA,hyaD,NA,NA,NA
YLR048W,YJR016C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YDR539W,YMR092C,YOL147C,YGL245W,YBL075C,YDR343C,YGL077C,YCL042W,YNL142W,YIL119C,YFL013C,YDR492W,YDL057W,YHR170W,YDR270W,NA,YJL177W,YLR174W,NA,YLR174W,YJL177W,YOR374W,YPL066W,YKL074C,YFL062W,YJL171C,YCR002C,YIR038C,YPR138C,NA,YJR010C-A,NA,NA,NA,NA,fumA,speG,ddg,NA,xasA,malE,sodA,hybB,b4208,b2551,hycA,NA,hyaA,NA,NA,NA
YGR282C,YLR355C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YER050C,YOR215C,YJR110W,YLL024C,YBR072W,YMR105C,YGR121C,YNL036W,YBL003C,YIL164C,YFL030W,YDR496C,YDL169C,YIL158W,YDR317W,NA,YEL022W,YGR236C,NA,YGR236C,YEL022W,YJL049W,YBR175W,YMR047C,YFL064C,YFL031W,YDL014W,YIR016W,YPR106W,NA,YJL024C,NA,NA,NA,NA,gapA,NA,fdhE,NA,ydeA,malK,thiI,hybC,b4141,b1062,appB,NA,cbpA,NA,NA,NA
YDL126C,YNR050C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YNR040W,YOR086C,YNL015W,YBL047C,YDR258C,YER183C,YHR092C,YBR169C,YHR007C,YHR168W,YFL044C,YDR514C,YDL171C,YIR034C,YDR517W,NA,YOL014W,YGL205W,NA,YGL205W,YOL014W,YFR053C,YDR043C,YER034W,YGL102C,YJL026W,YDL121C,YIL117C,YPR013C,NA,YJL016W,NA,NA,NA,NA,glpK,NA,folP,NA,nac,lamB,yceI,lamB,b4172,b0032,appC,NA,uspD,NA,NA,NA
YLL001W,YLR058C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YER163C,YOL107W,YOR020C,YDR086C,YER103W,YIL155C,YIL170W,YMR250W,YBR029C,YHR092C,YFL052W,YDR519W,YDL199C,YJL035C,YEL065W,NA,YBR238C,YLR377C,NA,YLR377C,YBR238C,YGL121C,YGL009C,YHR138C,YGR044C,YJL144W,YDL128W,YIL107C,YPL095C,NA,YJL049W,NA,NA,NA,NA,lipA,NA,glcF,NA,fruB,NA,ycgC,malE,b0492,b0945,yjbJ,NA,lysC,NA,NA,NA
YPL171C,YMR217W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YKR016W,YGR123C,YOR027W,YMR226C,YFL014W,YIL045W,YBR112C,YOR374W,YNL066W,YHR080C,YFL063W,YEL001C,YDL200C,YJL122W,YER034W,NA,YKL128C,YPR151C,NA,YPR151C,YKL128C,YOR178C,YJL023C,YJL116C,YGR240C,YLR216C,YDL148C,YIL136W,YOR171C,NA,YJL094C,NA,NA,NA,NA,malP,NA,gltB,NA,nupC,NA,ydiU,malF,b0439,b4246,hyaC,NA,hycF,NA,NA,NA
YGR180C,YGR204W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YJR161C,YDL019C,YPL160W,YGL008C,YHL046C,YHR044C,YBR154C,YDR217C,YAL010C,YHR040W,YFR040W,YEL026W,YDL214C,YJL148W,YER035W,NA,YLR342W,YKL217W,NA,YKL217W,YLR342W,YAL064W,YPL162C,YJL141C,YGR288W,YHR146W,YDL151C,YIL160C,YOL136C,NA,YJL091C,NA,NA,NA,NA,malQ,NA,hisF,NA,gabP,NA,yhbE,malK,b0316,b4244,flgD,NA,gatZ,NA,NA,NA
YBR025C,YGR061C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YHL036W,YLR219W,YEL034W,YHR190W,YHR104W,YMR271C,YCL066W,YOR161C,YDR225W,YHR041C,YGL121C,YEL040W,YDL224C,YJL170C,YER039C,NA,YER043C,YGL205W,NA,YGL205W,YER043C,YGR248W,YLR341W,YJR073C,YHR051W,YOR214C,YDL213C,YIL155C,YNR032C-A,NA,YJL126W,NA,NA,NA,NA,malT,NA,iclR,NA,yhdZ,NA,yqgC,malM,b4209,b4245,wrbA,NA,hyaC,NA,NA,NA
YLR178C,YGL234W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YGR062C,YPL139C,YBR072W,YDL066W,YLL026W,YBL088C,YJR063W,YDR380W,YBL024W,YHL033C,YGL136C,YEL054C,YDL233W,YJL218W,YER054C,NA,YGL076C,YBL049W,NA,YBL049W,YGL076C,YNL198C,YOR322C,YLR303W,YHR188C,YLL039C,YDL240W,YHR209W,YNL066W,NA,YJL156C,NA,NA,NA,NA,manX,NA,phoH,NA,feoA,NA,yzgL,malP,b3022,NA,adiY,NA,hyaB,NA,NA,NA
YLR354C,YKL216W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YLL009C,YMR152W,YIL162W,YKR039W,YNL160W,YDL138W,YKR025W,YNR002C,YML116W,YHL028W,YGL146C,YER006W,YDL238C,YKL051W,YER056C,NA,YLR180W,YER024W,NA,YER024W,YLR180W,YHR138C,YHR021W-A,YLR335W,YIL117C,YOR027W,YDR199W,YHR096C,YNL134C,NA,YJL147C,NA,NA,NA,NA,mdf,NA,psd,NA,proP,NA,NA,nmpC,b0491,NA,hyaE,NA,hycB,NA,NA,NA
YBR117C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YHR015W,YNR030W,YLR174W,YDR497C,YPL240C,YIL066C,YPR110C,YHL038C,YBL026W,YGR177C,YGL187C,YER042W,YDL239C,YKL073W,YER067W,NA,YOR198C,YKR097W,NA,YKR097W,YOR198C,YMR169C,YHL015W,YHR142W,YIL123W,YGR286C,YDR219C,YHR015W,YMR285C,NA,YAR033W,NA,NA,NA,NA,nrdD,NA,rffH,NA,cycA,NA,NA,osmE,b1829,NA,yhcO,NA,nrfA,NA,NA,NA
YNL241C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YFL062W,YMR173W,YDL078C,YDL198C,YPL106C,YGR248W,YLR136C,YGR248W,YOR272W,YGL209W,YGL205W,YER058W,YDR001C,YKL096W,YER124C,NA,YGL253W,YPL147W,NA,YPL147W,YGL253W,YGR066C,YJR024C,YJR006W,YJL022W,YHL021C,YDR281C,YHL032C,YMR269W,NA,YAR003W,NA,NA,NA,NA,otsA,NA,thil,NA,NA,NA,NA,ptkC,b3402,NA,sufD,NA,srlD,NA,NA,NA
YER073W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YLR228C,YPL154C,YDR343C,YHR049W,YLL024C,YAR014C,YDR395W,YNL335W,YKL004W,YGL225W,YGL263W,YER081W,YDR030C,YKL163W,YER145C,NA,YML056C,YHR139C,NA,YHR139C,YML056C,YMR090W,YKL184W,YLL047W,YJL107C,YKL035W,YDR308C,YGR256W,YMR057C,NA,YAR008W,NA,NA,NA,NA,otsB,NA,thyA,NA,NA,NA,NA,slp,b1531,NA,hyaA,NA,hyaE,NA,NA,NA
YGR254W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YBL062W,YOR152C,YCR010C,YJL171C,YAL005C,YHR079C,YHR170W,YLL041C,YBR092C,YGL255W,YGR039W,YER131W,YDR074W,YKL172W,YER150W,NA,YOR310C,YPL033C,NA,YPL033C,YOR310C,YCL040W,YER025W,YLR217W,YJL157C,YER067W,YDR318W,YGR236C,YLR460C,NA,YAL027W,NA,NA,NA,NA,pgi,NA,truA,NA,NA,NA,NA,tnaA,b0437,NA,hyaB,NA,yiiS,NA,NA,NA
YCL040W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YNL315C,YBL082C,YML091C,YLR364W,YGR088W,YMR117C,YKL009W,YKL026C,YOL092W,YER188W,YGR043C,YER156C,YDR078C,YKR081C,YFR017C,NA,YBL081W,YBR117C,NA,YBR117C,YBL081W,YPR184W,YLR068W,YLR307W,YJR004C,YJL149W,YDR378C,YGR250C,NA,NA,YAL024C,NA,NA,NA,NA,poxB,NA,dedA,NA,NA,NA,NA,tnaB,b3067,NA,uspB,NA,NA,NA,NA,NA
YML070W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YGL143C,YKL207W,YPL186C,YMR090W,YLR109W,YCR018C,YOL123W,YDL019C,YCR098C,YER132C,YGR050C,YFL034C,YDR089W,YLR074C,YGL035C,NA,YML124C,YKL124W,NA,YKL124W,YML124C,YGR043C,YGR234W,YLR322W,YJR129C,YLR217W,YDR384C,YGR230W,NA,NA,YAL058W,NA,NA,NA,NA,pykA,NA,dedE,NA,NA,NA,NA,treB,b0315,NA,yeiA,NA,NA,NA,NA,NA
YDL022W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YBR282W,YDR032C,YOR285W,YOR332W,YMR251W-A,YDR463W,YDR083W,YFL030W,YAL036C,YER095W,YGR137W,YGL051W,YDR090C,YLR146C,YGL072C,NA,YDL119C,YNL014W,NA,YNL014W,YDL119C,YPL230W,YLR048W,YNL274C,YKL131W,YML130C,YDR417C,YGR201C,NA,NA,YNR075W,NA,NA,NA,NA,rbsK,NA,dinG,NA,NA,NA,NA,treC,b0210,NA,hdeD,NA,NA,NA,NA,NA
YER062C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YMR238W,NA,NA,YBL078C,YHR006W,YHR169W,YKL036C,YBR187W,YER070W,YGR146C,YGL068W,YDR097C,YLR186W,YGL073W,NA,YDL198C,YLR312C,NA,YLR312C,YDL198C,YLR258W,YMR305C,NA,YKR102W,YBR099C,YDR489W,YGR067C,NA,NA,YLL067C,NA,NA,NA,NA,srlA,NA,dnaG,NA,NA,NA,NA,tsx,b1112,NA,yjbQ,NA,NA,NA,NA,NA
YBR149W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YBR139W,YPL089C,YJL116C,YMR181C,YEL040W,YER044C,YGR236C,YGL078C,YDR113C,YLR218C,YGL162W,NA,YOL030W,YKL187C,NA,YKL187C,YOL030W,YJL043W,YLR249W,NA,YLR062C,YHR027C,YEL029C,YGR043C,NA,NA,YIR020C,NA,NA,NA,NA,srlB,NA,fkpA,NA,NA,NA,NA,vboR,b0880,NA,yeiT,NA,NA,NA,NA,NA
YMR105C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YCL043C,YGL141W,YDR087C,YMR172W,YBR008C,YER016W,YGR243W,YGL104C,YDR122W,YLR222C,YGL166W,NA,YER052C,YHR160C,NA,YHR160C,YER052C,YGL045W,YKL106W,NA,YLR286C,YCL016C,YEL065W,YGL080W,NA,NA,YIL001W,NA,NA,NA,NA,srlD,NA,fldB,NA,NA,NA,NA,wrbA,b3669,NA,ivy,NA,NA,NA,NA,NA
YBR126C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YDL020C,YDL077C,YJL033W,YOR052C,YNL248C,YEL021W,YGR256W,YGL120C,YDR141C,YLR225C,YGL185C,NC_001135,YPL273W,NA,NA,NC_001135,YPL273W,YAR002AC,YIL082W-A,NA,YLR308W,YDL020C,YER026C,YGL117W,NA,NA,YIL119C,NA,NA,NA,NA,srlR,NA,ftsH,NA,NA,NA,NA,xasA,b3685,NA,yhiD,NA,NA,NA,NA,NA
YKL035W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YDR171W,YMR174C,YOL142W,YKL095W,YHR128W,YER001W,YGR258C,YGL147C,YDR143C,YLR348C,YGL219C,YDL223C,YML008C,NA,NA,YDL223C,YML008C,YDL121C,YLR449W,NA,YLR315W,YNR075W,YER070W,YGL208W,NA,NA,YIL135C,NA,NA,NA,NA,treB,NA,ftsJ,NA,NA,NA,NA,ybaS,b4132,NA,yjjU,NA,NA,NA,NA,NA
YAL012W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YDR258C,YMR101C,YDL051W,YBR126C,YMR189W,YEL059C,YGR287C,YGR036C,YDR147W,YLR364W,YGR055W,YJL089W,YHR020W,NA,NA,YJL089W,YHR020W,YDR516C,YGR210C,NA,YLR328W,YDL021W,YER075C,YGL205W,NA,NA,YHR158C,NA,NA,NA,NA,treC,NA,rrmJ,NA,NA,NA,NA,ybdQ,b0209,NA,appA,NA,NA,NA,NA,NA
YOL058W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YDR518W,YDL093W,YMR174C,YFL021W,YOR309C,YDR518W,YGR290W,YGR103W,YDR150W,YLR367W,YGR087C,YMR174C,YDL241W,NA,NA,YMR174C,YDL241W,YJL151C,YKL113C,NA,YLR346C,YGR088W,YER076C,YFL011W,NA,NA,YHR172W,NA,NA,NA,NA,udp,NA,ftsK,NA,NA,NA,NA,yccJ,b1874,NA,yebV,NA,NA,NA,NA,NA
YBR249C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YEL012W,YDL075W,YJR104C,YPR010C,YGL234W,YDR433W,YHL032C,YGR105W,YDR213W,YML056C,YGR142W,YJRWDELTA20,YMR305C,NA,NA,YJRWDELTA20,YMR305C,YGL055W,YPR163C,NA,YLR349W,YML128C,YER124C,YFL030W,NA,NA,YHR139C,NA,NA,NA,NA,ybeK,NA,gidA,NA,NA,NA,NA,ycfR,b1322,NA,psiF,NA,NA,NA,NA,NA
YJR109C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YKL073W,YDL204W,YKR066C,YPL004C,YPR159W,YDR367W,YHR001W,YGR123C,YDR223W,YML125C,YGR161C,SNR7-L,YHR019C,NA,NA,SNR7-L,YHR019C,YAL066W,YCR084C,NA,YLR359W,YFR010W,YGL050W,YER103W,NA,NA,YHR067W,NA,NA,NA,NA,cspA,NA,hflC,NA,NA,NA,NA,ychH,b2573,NA,sra,NA,NA,NA,NA,NA
YCL030C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YLR120C,YER150W,YCR021C,YKL150W,YER073W,YDR345C,YHR050W,YGR158C,YDR229W,YMR292W,YGR248W,YER096W,YFR055W,NA,NA,YER096W,YFR055W,YPL093W,YPL120W,NA,YLR372W,YIL090W,YGL069C,YER121W,NA,NA,YGR108W,NA,NA,NA,NA,cspB,NA,hflK,NA,NA,NA,NA,yfiA,b1530,NA,hycE,NA,NA,NA,NA,NA
YMR108W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YLR121C,YML128C,YDR513W,YNR030W,YEL045C,YDR181C,YHR051W,YGR234W,YDR242W,YNL012W,YGR288W,YDR223W,YLR197W,NA,NA,YDR223W,YLR197W,YBR183W,YFR043C,NA,YLR414C,YNL009W,YGL209W,YER065C,NA,NA,YGL044C,NA,NA,NA,NA,cspG,NA,holA,NA,NA,NA,NA,yfiL,b1060,NA,yqjE,NA,NA,NA,NA,NA
YDL182W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YLR216C,YGL121C,YDR353W,YMR164C,YPR145W,YDR185C,YHR053C,YGR283C,YDR258C,YNL024C,YGR289C,YDL085W,YPL256C,NA,NA,YDL085W,YPL256C,YBR072W,YJL200C,NA,YML123C,YNL155W,YGL257C,YER024W,NA,NA,YGL164C,NA,NA,NA,NA,cspl,NA,hscA,NA,NA,NA,NA,ygeW,b2796,NA,yehE,NA,NA,NA,NA,NA
YDR168W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YML130C,YJL151C,YBR111C,YNL194C,YGL009C,YDR033W,YHR054C,YGR286C,YDR273W,YNL112W,YHL021C,YML042W,YOR293W,NA,NA,YML042W,YOR293W,YMR174C,YBL005W,NA,YMR032W,YEL047C,YGR041W,YER015W,NA,NA,YGL196W,NA,NA,NA,NA,dps,NA,ksgA,NA,NA,NA,NA,ygeY,b0438,NA,ydiH,NA,NA,NA,NA,NA
YFR004W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YMR018W,YJL047C,YMR175W,YDR345C,YDR101C,YDL059C,YHR059W,YHR046C,YDR277C,YNL148C,YHL040C,YAL062W,YGR151C,NA,NA,YAL062W,YGR151C,YBR241C,YMR058W,NA,YNL087W,YGR059W,YGR159C,YEL041W,NA,NA,YGL224C,NA,NA,NA,NA,grxB,NA,lepA,NA,NA,NA,NA,ygeZ,b2613,NA,yqjD,NA,NA,NA,NA,NA
YDR032C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YNL077W,YGL259W,YER012W,YNL200C,YKL120W,YDL153C,YHR098C,YHR052W,YDR281C,YNL151C,YHR015W,YMR322C,YOL097C,NA,NA,YMR322C,YOL097C,YBR286W-1450,YKL084W,NA,YNL258C,YHR087W,YGR160W,YEL057C,NA,NA,YFR026C,NA,NA,NA,NA,hns,NA,mrcA,NA,NA,NA,NA,ygfJ,b3413,NA,yjdI,NA,NA,NA,NA,NA
YGL037C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YEL060C,YBR214W,YGR135W,YOL048C,YHR020W,YDL213C,YHR101C,YHR065C,YDR310C,YNL182C,YHR033W,YBL048W,YLR314C,NA,NA,YBL048W,YLR314C,YOR161C,YGR214W,NA,YNL277W,YKR053C,YGR200C,YDR536W,NA,NA,YFR027W,NA,NA,NA,NA,hobH,NA,mrdB,NA,NA,NA,NA,ygfM,b0660,NA,hydN,NA,NA,NA,NA,NA
YKL117W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YNL015W,YAR027W,YLR120C,YLR120C,YLR249W,YDL211C,YHR150W,YHR089C,YDR311W,YNL256W,YHR048W,NC_001145,YCR034W,NA,NA,NC_001145,YCR034W,YKL036C,YLR214W,NA,YNL300W,YNR073C,YGR226C,YDR453C,NA,NA,YFL007W,NA,NA,NA,NA,htpG,NA,pepB,NA,NA,NA,NA,ygfO,b4173,NA,yeaQ,NA,NA,NA,NA,NA
YLR387C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YOR137C,NA,YPL154C,YLR251W,YBR034C,YBR295W,YHR161C,YHR128W,YDR325W,YNL292W,YHR067W,YL(UAA)J,NC_001137,NA,NA,YL(UAA)J,NC_001137,YBR054W,YDR174W,NA,YNL301C,YOL013C,YHL025W,YDR380W,NA,NA,YER149C,NA,NA,NA,NA,kbl,NA,priA,NA,NA,NA,NA,ygfP,b4398,NA,NA,NA,NA,NA,NA,NA
YNL134C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YCR021C,NA,YDR037W,YIL136W,YDR224C,YBR130C,YIL037C,YHR148W,YDR380W,YNL335W,YHR096C,YOR031W,YHR163W,NA,NA,YOR031W,YHR163W,YML054C,YKL124W,NA,YNR057C,YPL280W,YHR045W,YDR384C,NA,NA,YER132C,NA,NA,NA,NA,mdaA,NA,recB,NA,NA,NA,NA,ygfT,b2193,NA,NA,NA,NA,NA,NA,NA
YNL274C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YDR270W,NA,YDR041W,YNL224C,YGL055W,YBR041W,YIL101C,YHR196W,YDR423C,YNR019W,YHR126C,YNL093W,YJL080C,NA,NA,YNL093W,YJL080C,YER053C,YDR053W,NA,YOR012W,NA,YHR154W,YDR256C,NA,NA,YER045C,NA,NA,NA,NA,mlc,NA,recC,NA,NA,NA,NA,yhiE,b1593,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YEL031W,NA,YDR418W,YHR092C,YDR212W,YBL014C,YIL112W,YHR197W,YDR448W,YNR050C,YHR146W,NC_001139,YML063W,NA,NA,NC_001139,YML063W,YMR316C-A,YPL283C,NA,YOR095C,NA,YHR158C,YDR216W,NA,NA,YER037W,NA,NA,NA,NA,mopA,NA,recJ,NA,NA,NA,NA,yhiM,b0659,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YER053C,NA,YNL002C,YOL032W,YBL083C,YPR200C,YIL117C,YHR209W,YDR479C,YNR053C,YHR210C,YHR096C,YML052W,NA,NA,YHR096C,YML052W,YGR052W,YHR066W,NA,YOR315W,NA,YHR169W,YDR070C,NA,NA,YDR540C,NA,NA,NA,NA,mopB,NA,rimM,NA,NA,NA,NA,yhiW,b0281,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YHR175W,NA,YOL127W,YER103W,YPR035W,YPR167C,YIL145C,YHR216W,YDR507C,YNR057C,YIL007C,YBLWDELTA1,YNR043W,NA,NA,YBLWDELTA1,YNR043W,YAR014C,YLR172C,NA,YOR385W,NA,YHR201C,YDR077W,NA,NA,YDR468C,NA,NA,NA,NA,ppiA,NA,mhA,NA,NA,NA,NA,yjiH,b1274,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YJL094C,NA,YMR060C,YNL305C,YBL029W,YPR138C,YIL160C,YIL040W,YDR534C,YOL092W,YIL057C,YIL160C,YBR084W,NA,NA,YIL160C,YBR084W,YHR140W,YBL101W-A,NA,YPL036W,NA,YIL094C,YDR034W-B,NA,NA,YDR473C,NA,NA,NA,NA,rimJ,NA,rpoA,NA,NA,NA,NA,yjjI,b3635,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YCR024C-A,NA,YBR110W,YGR138C,YDR161W,YPR052C,YJL037W,YIL053W,YDR540C,YOL155C,YIL077C,YBL043W,YGL202W,NA,NA,YBL043W,YGL202W,YMR052C-A,YPL231W,NA,YPL142C,NA,YIL118W,YDR018C,NA,NA,YDR459C,NA,NA,NA,NA,sseA,NA,rpoB,NA,NA,NA,NA,yliH,b3280,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YBR205W,YBR134W,YLR364W,YPL027W,YJL066C,YIL064W,YEL012W,YOR079C,YIL097W,YDR111C,YJL189W,NA,NA,YDR111C,YJL189W,YOL053C,YPL256C,NA,YPL198W,NA,YIL127C,YDL009C,NA,NA,YDR364C,NA,NA,NA,NA,NA,NA,rrmA,NA,NA,NA,NA,yqiI,b4239,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YMR101C,YER112W,YMR219W,YPL014W,YJL116C,YIL066C,YEL060C,YOR095C,YIL107C,YOR338W,YPL198W,NA,NA,YOR338W,YPL198W,YMR251W,YER127W,NA,YPL256C,NA,YIL131C,YDL049C,NA,NA,YDR370C,NA,NA,NA,NA,NA,NA,rtn,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YAL059W,YPL087W,YDR508C,YPL043W,YJR025C,YIL080W,YEL062W,YOR108W,YIL111W,YBR116C,YMR215W,NA,NA,YBR116C,YMR215W,YJL161W,YPR095C,NA,YPL265W,NA,YIL161W,YDL085W,NA,NA,YDR222W,NA,NA,NA,NA,NA,NA,sdiA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YGR008C,YGL006W,YJL212C,YPL095C,YJR129C,YIL096C,YEL063C,YOR203W,YIL130W,NC_001144,YER163C,NA,NA,NC_001144,YER163C,YDR509W,YOL070C,NA,YPR014C,NA,YIL169C,YDL214C,NA,NA,YDR200C,NA,NA,NA,NA,NA,NA,sodA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YKL096W,YIR039C,YLR058C,YPL227C,YJR158W,YIL127C,YEL064C,YOR214C,YIL146C,YNL142W,YGR123C,NA,NA,YNL142W,YGR123C,YLR415C,YHR047C,NA,YPR130C,NA,YIL174W,YDL204W,NA,NA,YDR209C,NA,NA,NA,NA,NA,NA,tnpR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YBR160W,YMR090W,YCR034W,YPL226W,YJR162C,YIR021W,YEL066W,YOR243C,YIL155C,YPL079W,YGR208W,NA,NA,YPL079W,YGR208W,YHR053C,YFL022C,NA,YPR153W,NA,YIR020C,YDL223C,NA,NA,YDR111C,NA,NA,NA,NA,NA,NA,topA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
